RT,CCS,m/z,RT_1,CCS_1,m/z_1,RT_2,CCS_2,m/z_2,RT_3,CCS_3,m/z_3,RT_4,CCS_4,m/z_4,RT_5,CCS_5,m/z_5,RT_6,CCS_6,m/z_6,RT_7,CCS_7,m/z_7,RT_8,CCS_8,m/z_8,RT_9,CCS_9,m/z_9,RT_10,CCS_10,m/z_10,RT_11,CCS_11,m/z_11,RT_12,CCS_12,m/z_12,RT_13,CCS_13,m/z_13,RT_14,CCS_14,m/z_14,RT_15,CCS_15,m/z_15,RT_16,CCS_16,m/z_16,RT_17,CCS_17,m/z_17,RT_18,CCS_18,m/z_18,RT_19,CCS_19,m/z_19,RT_20,CCS_20,m/z_20
3.292,187.83,368.1467,3.3081082783860447,186.31126330271357,368.1483582003261,3.106722946,188.70109648675648,368.1433319547117,3.4166372882272125,190.7653472373061,368.1475895096265,3.178105514737455,185.86381786351637,368.1451169503407,3.351331395,188.40232725011282,368.14434257191795,3.075742997112131,190.6825484259887,368.14618573959314,3.1488598617234156,188.79009970900293,368.14331056517307,3.1661011332895415,185.21192251701174,368.14919965205524,3.4852630790099273,186.64295734898946,368.145148,3.4450847322122327,186.61626078321936,368.1466008591748,3.525909490666469,184.50611592305265,368.14437162066514,3.334024274105696,189.7951876405112,368.1459903826729,3.199424929865081,187.2278482339219,368.14856275533424,3.458004093007175,187.39315054367597,368.14699039030734,3.4735160560612153,188.21103247297745,368.1447932805701,3.0551994061002725,191.4228676880465,368.15035452643446,3.335574419662043,188.5408780724157,368.14703791909983,3.2385428618081313,190.9264222427324,368.14690104133257,3.513716050622795,190.33013724313037,368.14733951052483,3.343993688228624,187.38225011232183,368.1453699805251
1.064,178.32,368.1578,0.9543818588549482,175.49245652565835,368.15726118272175,1.0366091986050032,175.97058223325837,368.1570298218541,1.3014225928463934,175.14719783848503,368.15778939383995,1.2149935896729198,179.1165562491309,368.1563036945721,1.2070308588157022,177.28527843447725,368.15787052778103,1.0211971036023078,175.6480244696857,368.1587796272579,1.1162082970002238,180.0382727871508,368.15451700990104,1.105277695457132,180.78672242217016,368.1572334116654,0.9625630898344848,180.00271325287818,368.16015289368335,1.1363273579463231,177.56797142292794,368.157075,1.1017612217577446,180.80492261793492,368.15444897987356,1.0880076098806177,175.18670714787135,368.1569221101667,1.0421671507801458,179.54079069705142,368.1576310858144,0.8474848054303294,176.8245855494308,368.15493445736985,1.0162427485858154,180.1287009912589,368.16021653728507,1.1004728128784316,179.72797564122283,368.15993098397735,1.0891287742094353,178.58802187900048,368.1559264541626,0.8706399032996166,176.55902782893878,368.1573324347098,0.8374573952768842,180.0618861,368.1611265,1.135397509950873,177.2364975993178,368.1589660353095
1.082,305.82,368.1603,1.0701073838728423,305.1934777064443,368.15919935536584,0.9812082696356692,306.52518643609227,368.15954875437177,1.0274904316196387,303.3464858215356,368.1567167250851,1.2522435333878916,303.4763931538412,368.16294835139394,0.9339620159821481,307.8364428296172,368.1580523304798,1.0815891704149283,300.5401170473964,368.15823894437744,0.9037169871460602,311.5975925224326,368.1568604,0.9413466239591601,311.2388253168598,368.16188606334885,1.267202876842116,304.0778761144296,368.1596120463429,1.1429561854640642,303.7006244442182,368.16212075501664,1.2657008972717725,308.18907590985816,368.1627430719851,0.8934330893183555,306.0054356715413,368.15666246535943,1.2014362231310556,308.63163805054313,368.15733468207367,1.1749613690861866,308.28167244577884,368.1615012342796,0.9326324285535351,307.13231804062445,368.1611140763625,0.992140981,309.7621354586942,368.1582519725804,0.9794231363122881,301.8915508955278,368.1590100154802,0.9273571147702051,311.8667057863558,368.1616483,0.9223745251873097,304.04657638910425,368.1604174593142,1.1649400760578048,306.5394610306636,368.1631616307437
3.639,189.18,368.1645,3.4134304361597305,186.43592541882026,368.1611952011536,3.7873994735516336,189.87972717136762,368.1617670808061,3.5447683582799048,185.4752796725224,368.1668867115699,3.6288878149402968,189.80331821287072,368.1657087198282,3.6159283468617676,186.60081564705138,368.16172391536395,3.3941066970426155,190.47253083955175,368.1621178525272,3.397276289417248,191.00545091909638,368.1649109078653,3.516589186378899,192.12962110026456,368.1663246359417,3.4716758057397383,191.3197005,368.1666632280209,3.4616897391730355,188.82496378245548,368.1622214023039,3.844756928903281,190.7914558672587,368.1680472577971,3.5317418985534186,192.42132247029247,368.1639337338958,3.5112944225693132,186.57010403056546,368.16796752729965,3.4719407083185545,188.2737258137412,368.16377493385886,3.435284875902164,192.2745154260987,368.16125904386587,3.424339984524199,186.6961537,368.1672976945688,3.8254713623865975,189.42165790346078,368.16352094515224,3.7969274454750126,191.51845010065364,368.16350077147086,3.783928516791728,191.76728464872275,368.1639700445245,3.8678704219285347,187.3627542436819,368.16415103367257
1.544,192.57,368.1887,1.518060767923515,190.96297839894197,368.1874015,1.6743152300431976,195.9295107312879,368.18618515918223,1.5616428189081213,195.74086191971222,368.1889644167541,1.6434823328658172,192.14476233976617,368.18601801382476,1.5729860555872954,194.1618035079649,368.1912418428691,1.6208000160017648,192.0757385307063,368.1874674421709,1.384835420518242,189.01688564275378,368.1875906116782,1.6690277042034096,194.55554565775532,368.1895911068418,1.4861295290313077,194.43425088988207,368.1906930563613,1.7882851571241885,195.81276718609442,368.18661538223205,1.7541476072817173,190.2575538358358,368.18683081268745,1.4286540926901397,192.6253885332021,368.1899977260517,1.3631478036329616,195.0587962470505,368.18872945182653,1.3744035060049022,190.33726085811202,368.1919678389971,1.5559301920329442,193.74370978534137,368.18520615870534,1.3823054025928436,194.88738882578804,368.1862085980483,1.7394821318731764,188.84680884095675,368.19228133297366,1.327708931981539,190.9586655,368.1857441241635,1.6534658636597779,194.14149912993778,368.18726569772673,1.707505072068298,192.5992125936384,368.1850763742833
3.545,199,368.2192,3.712289975659319,196.77152377694728,368.21604354891696,3.6792170575840437,200.5961183493055,368.22119795239996,3.3010484723135907,197.68709189139292,368.2165561169087,3.673051071643045,199.81810666155462,368.2177246917449,3.390668731265227,200.5260279717897,368.22126641600255,3.6795275748283376,201.0963278445687,368.2207049771441,3.3482181095774974,198.00050816951625,368.2219088116178,3.5298296525938113,202.4618005512642,368.21849826876763,3.5380965418333497,195.54196275382358,368.2166084866956,3.3873725018970116,198.10254708378892,368.2199903268735,3.3503106281158943,196.9576264128874,368.2175579829058,3.4301007583092504,197.3077131454862,368.21622863410795,3.3498414979105133,197.84589573165002,368.21930870000404,3.4852167644192624,199.9841771396066,368.22215994605244,3.488762900924917,198.3098872113421,368.22223972069486,3.6782500246628027,201.24881580243064,368.2218792730905,3.5719012602551703,200.61278617992826,368.21901960848425,3.6706019812976773,201.0281059245798,368.2160501,3.4440241196706936,196.83621871992514,368.2174870123113,3.781390781493631,200.24127308337165,368.2165963967635
2.558,197.59,368.28,2.6213172707597776,200.79857933400123,368.28147570525664,2.5749577914563164,193.64587637076747,368.2833012302029,2.776075299398062,199.36442077514624,368.28298380098073,2.368863686262358,197.49277095170348,368.2763852110408,2.6311578653950725,195.9893417477842,368.27972465489313,2.4382903995508625,195.31754039657534,368.28182957999735,2.7720381598313333,199.62106422560458,368.28074250262677,2.504806602186121,197.86678589506442,368.2831749583271,2.5013010120344537,194.62142237095236,368.2800067954555,2.3174330967821413,194.14417811689887,368.27945628257424,2.5797747040362533,194.2632806,368.2775830892752,2.6605835829949447,193.9197119853422,368.2818286847039,2.3181315054407494,197.14549250598822,368.27994058622835,2.3773702445684703,197.29205003819715,368.28245027081795,2.7546404510825524,197.1819601384468,368.2784612586695,2.493602725709713,197.56464852623458,368.28278422620366,2.4891860463614535,194.50742010663052,368.28045830195657,2.342505150799027,198.96427088131207,368.28137176599375,2.571033261786159,200.9406764374305,368.2823752441454,2.656292815429925,199.83884526488035,368.28206886722745
2.554,195.41,368.2859,2.7926581308917013,194.69344627436757,368.2892573719778,2.4367730281222015,199.0568054466984,368.2886913981933,2.6045297486223147,196.2115329050291,368.2862838,2.7906823582573734,196.88246096068212,368.28428305369897,2.4906743867515684,197.65142773993185,368.28582816240925,2.6367711167703463,192.32509405606308,368.28448457269633,2.3353721772679967,197.56261399122633,368.2843864337645,2.6762629652424437,197.09895267333877,368.2882840636762,2.412304347698772,192.0988751596178,368.2848694831488,2.4960886134636606,197.47354843697966,368.2867401303041,2.321790707180511,192.74423031662812,368.2892438303977,2.6675921298534777,195.8705443,368.2884360370091,2.651848466342435,197.9345564,368.28390812784085,2.493989860229164,195.73947849652964,368.28834178723093,2.589639792900572,194.11507059343134,368.2884597080252,2.4597963822718483,194.15895409111366,368.2836209716398,2.7503493645320063,195.9576914227895,368.2865865264742,2.5951588404228367,193.30042861733335,368.2858465398805,2.692850371196913,199.28996498326813,368.2864063757148,2.334776752839658,191.5234660800616,368.28406832207236
3.102,198.42,368.316,2.8690357684166443,201.58991829140265,368.31679639064726,3.041690422153401,199.6977829880116,368.31330693303516,3.181569031806445,201.1286375580744,368.3171264125468,3.1052804244097256,198.5765207845383,368.3144310049286,3.0193773330198965,197.16170152560727,368.31651423395317,3.1418465209619417,200.10934846680863,368.3165567350587,3.220404285149811,199.05159678463855,368.3134583420693,3.2631567789747504,195.5603997331593,368.31600215762137,3.2193414855833384,201.1366982584147,368.31937373868647,2.887826017290742,199.37474435704954,368.31405873503513,3.350601264611221,196.27686012233372,368.31885027373596,2.977707307115839,198.49957166481605,368.3148966229846,3.274656816858561,199.55126092911254,368.31745152435684,3.256371887325408,202.28159609787477,368.31525147702075,3.1852294780435777,194.6980286,368.3159008089844,3.259890045656359,202.16752417301052,368.3179899,2.8861584831397424,198.03030578620914,368.3173102941412,3.0409059226513517,200.26779656238483,368.3158683719871,3.126551458833234,201.6786530294119,368.3167833305886,3.292410763538144,201.63296182201728,368.31871267837863
3.05,199.21,368.3162,2.8275187133968767,195.36625912927576,368.3144707333069,3.224331254807431,199.46241810966046,368.31844833022313,2.879995028879158,196.61027588416917,368.3190625252086,3.1586772903677205,198.29659158463403,368.3180787487123,2.9209277945436103,198.14433982368223,368.31321558641196,3.2230675993515296,201.27348137781175,368.3132545709291,3.284751906497804,200.63194200304812,368.31903070509213,3.074312672067455,199.63607823420182,368.3161070209251,2.895961038069886,199.8532717,368.3128775269899,3.0267390219878894,196.051746,368.31678564553783,3.146973787432181,200.32390755106104,368.31470395551105,3.208233544890944,195.2311807336227,368.31714136331556,2.9390581749154068,197.7350050921045,368.3182763111008,3.1493791920072103,198.9295712761174,368.31616441900155,3.2040860782672054,201.38378436825707,368.31795121241896,3.033205632587149,195.8130988673911,368.3136397011523,3.2163689215068945,200.64397283985787,368.3187565171629,2.850316876694511,195.61450569907507,368.3159183,3.0752601870245218,203.05368682908602,368.3158739933004,2.9216349573898874,199.30593479253264,368.3194886207292
