RT,CCS,m/z,RT_1,CCS_1,m/z_1,RT_2,CCS_2,m/z_2,RT_3,CCS_3,m/z_3,RT_4,CCS_4,m/z_4,RT_5,CCS_5,m/z_5,RT_6,CCS_6,m/z_6,RT_7,CCS_7,m/z_7,RT_8,CCS_8,m/z_8,RT_9,CCS_9,m/z_9,RT_10,CCS_10,m/z_10,RT_11,CCS_11,m/z_11,RT_12,CCS_12,m/z_12,RT_13,CCS_13,m/z_13,RT_14,CCS_14,m/z_14,RT_15,CCS_15,m/z_15,RT_16,CCS_16,m/z_16,RT_17,CCS_17,m/z_17,RT_18,CCS_18,m/z_18,RT_19,CCS_19,m/z_19,RT_20,CCS_20,m/z_20
0.369,199.76,57.9739,0.3008580670488704,198.0152947638894,57.97341595681121,0.5857204360553171,198.15622834198714,57.973811384801444,0.3576136342132168,200.47671672843038,57.97365836702025,0.6142056228819542,202.58689606671535,57.97425256119704,0.5952210467060715,197.56295999744327,57.97372198565639,0.30708279517352166,199.58530828689115,57.97414929873102,0.44117950480399304,197.15345112214587,57.97391887298307,0.5799995681031154,201.4876594079036,57.97412946338491,0.3122674511840371,200.12078086805704,57.974400760247725,0.34208658629237937,203.67749659885718,57.97397843568102,0.1332360354021372,199.64899236441806,57.97434893010861,0.24879204998725607,203.25513251538047,57.97370834611952,0.3580307613306999,196.94566544092612,57.97403587185678,0.3113991210987503,196.6944184,57.97360458490752,0.22585721748480253,202.65602057591153,57.973995062989616,0.44406716887226017,203.71309660602967,57.974346282104065,0.18668772009844709,200.8105722915789,57.97419779280738,0.21449553325380577,200.63142430516478,57.973624613154435,0.5023265217915398,197.79985220674672,57.97355825076028,0.16434655231787854,198.4353239799759,57.97391747407921
1.208,268.1,59.0103,1.0846003138937275,269.8446439082062,59.01077449736968,1.3928551168667758,266.1646955670081,59.009806252693494,1.245898913296012,269.3463773853734,59.00996066060457,1.3537066610217363,271.20161349507094,59.01006799963463,1.091603122135508,270.7577887897538,59.01015398618264,1.1355151670938102,269.21051251483124,59.01075777022509,1.2196204913031377,264.0187416900323,59.01011087885707,1.3745902067814115,271.46137720586296,59.010330841296465,1.242007302957329,269.717884,59.00979085826739,1.4299933561700422,271.5424799,59.01033623442183,1.0301900610174302,265.93392256721955,59.00979220143245,1.2339480930039897,268.8121192872962,59.01064455808463,1.4128707103977491,268.1724923789374,59.01067854982451,1.303069950654331,263.72292442294514,59.00980515242356,1.3497765574384126,269.39679068101253,59.009720701397534,1.244357074,268.94085015896025,59.00991115777277,1.3111854832845249,267.0801560893836,59.01003069714246,1.4373469919720498,273.28097827881714,59.01028720591903,1.3965440113719247,266.8129451082287,59.010077280568666,1.385139221790618,262.9676192441374,59.01079602867282
1.608,269.8,59.0109,1.431693930291138,273.4480206172793,59.01090654107807,1.6435528146412182,266.2480684131694,59.01048603608148,1.640073471587959,270.67765950445903,59.011207165317145,1.7001794366874923,265.7648266743593,59.01061505018322,1.8091658834707294,266.65665174261585,59.01056219246402,1.7582275824863611,274.4629505478003,59.01134387329321,1.7981223260647865,270.2347467731774,59.01148544270949,1.7919056812520637,271.08918662574655,59.01116212563007,1.7439821990166242,272.8912093633135,59.010389238210934,1.8405703711494006,273.1225613,59.010935017952086,1.8244315794806836,272.99405471735383,59.01080521984493,1.460371661017451,272.58796527251184,59.01148706142203,1.4639880317858127,269.18874998087347,59.01052500134408,1.477531290469332,264.9051863033458,59.010735960444535,1.3618575068009422,265.85125966720693,59.01123865336086,1.5860912794453605,265.18738681145794,59.011376955297145,1.796589152464867,271.4382872622274,59.011376234769436,1.6135994368781101,267.18797113295835,59.011077700771104,1.6462782597638639,265.8605111292396,59.01083326540813,1.6341893154713718,275.0765788303006,59.01127787277267
1.876,150.76,59.011,1.8376731350245885,149.4251357999603,59.01113530429295,1.9161183876681804,151.88807559381124,59.01122026518932,1.6456591718793692,152.55687549790858,59.01050250866972,2.0206804702834376,148.73837767212538,59.01135997639966,2.050725775,150.88249215053162,59.01055365516149,1.8114000239208168,151.57816511428013,59.010877046987574,1.8771475749131656,148.5469560822896,59.01110386283474,1.8770618180190723,152.86466867143056,59.01158664106602,1.989522325578829,152.36440827324893,59.010538690323756,2.064421454379715,148.2140805980535,59.010954635134794,1.6310962548677568,152.25091527653012,59.01054394831073,2.034782395751266,150.69486204067368,59.010445147810806,1.9315516294789519,149.19684389175544,59.01087102398637,1.697442891651089,151.79471868899327,59.010909502314256,1.675673999724383,152.90513248030743,59.01132573767734,1.9446804658335368,152.81970624911816,59.01144721671901,1.825248668126396,148.05802164504829,59.01072327417674,1.9725326388128468,148.77608966665753,59.011216430022905,1.8024980787812812,152.98393992256732,59.011232512032414,1.9711060840440848,149.89426853886903,59.01074377178428
1.686,64.72,59.011,1.7907739035756858,65.26390443551567,59.01044348166996,1.460414514226659,64.70412199511732,59.01119999063205,1.610824864,63.769580535370125,59.01142897126209,1.4662899664558133,65.44021861549629,59.01052352209747,1.8100333000061541,63.90044402916923,59.01102325535599,1.618361795009557,65.54500420638628,59.01131649660829,1.7516494609505517,64.05680258617859,59.01149620350875,1.6313928223603429,63.86897815600569,59.01115265957037,1.6494123619629404,64.72179969298627,59.01091757930398,1.6430099526346917,63.600575631733875,59.01071653,1.9211609162355658,65.16416828969464,59.01097558696139,1.896324667982955,63.79523870932216,59.010827821575134,1.9196661623845037,65.31380662893727,59.01099529924021,1.455263983310544,64.02892963925271,59.01091491,1.655436451014533,65.71300505411214,59.01097085831584,1.8432697920534695,64.91265184219637,59.01065040995809,1.438642358391034,65.93890616580241,59.01124594064671,1.5066537480168134,63.57982442235587,59.011479949052145,1.9283108272562663,65.50474751483384,59.01145095682298,1.4897748760549505,65.40174985826367,59.01115313667987
1.471,183.43,59.0117,1.3434627034475932,183.68022438112163,59.012036902481356,1.3113445818105387,185.6697805375028,59.011564270575604,1.6151135321985288,181.03074839720037,59.01174784610139,1.398937132,186.73839495141155,59.01173063928888,1.5351747159367275,182.79868519438529,59.01115996695257,1.4981489697610506,182.69763526190496,59.01159980235882,1.6940946002235577,185.5719871,59.011308507317366,1.2568985515741697,183.37539313098176,59.01206986369967,1.6188056229275203,184.81593531936684,59.011186916743796,1.608516021043421,180.38055425328295,59.01146451766342,1.3870244982518143,185.28501187388335,59.01162363549579,1.4856115183900416,186.53384937942755,59.011714142790645,1.720700619972483,181.33404198638252,59.012233308839846,1.5976002555294517,186.9405062008838,59.01162545,1.3688089101436383,180.4101332869975,59.011270012451334,1.672459192896744,181.01316720390463,59.01198043717957,1.5753080394789345,185.98064043122662,59.01210647650581,1.7071107290667442,182.0627669406656,59.01132896829369,1.463861572449828,179.99648466966636,59.01171575659456,1.6253636911620464,180.96523178000535,59.012033611972015
1.558,160.3,59.0117,1.520484602,163.31032265992926,59.01121882397188,1.3711170612856134,157.66576790142292,59.01194171160732,1.774604834678263,162.28268693975502,59.012163120416425,1.6629433398519604,161.5568412238573,59.01154857846259,1.3955674155636322,158.7109360395726,59.01171096375249,1.687152781039032,158.8886621638196,59.01122499072973,1.636440485,158.04275691186805,59.01153481905662,1.3301195513076318,157.21759278913478,59.01131685309173,1.521598016366243,159.26059177527816,59.01127573702836,1.3893721236320093,159.35452240219925,59.01218725641617,1.7846513677415463,157.70796479148598,59.01141910125677,1.6216074371671805,158.02038732053853,59.01205527839439,1.6633608513218032,157.27515863452354,59.011991252023826,1.7268703356839383,159.26250387744759,59.01208444146297,1.7812364268360181,157.8952299994105,59.01167677783261,1.4456494442169168,158.28706861790707,59.012192945475164,1.8063668787632952,160.71929025122208,59.01139398613439,1.3673862247425512,161.7674738257813,59.01160457153514,1.423154404582563,158.6679123454357,59.01175163010092,1.7703558964723902,159.9081059263489,59.01188370120436
0.64,134.7,59.0118,0.7241335150203947,133.71665959724157,59.01129066938475,0.6298886457699535,134.4455922508839,59.01148299,0.7638292984219888,133.28544176957692,59.01122602949743,0.4141952329734184,133.6132966048652,59.01142732687487,0.43753787097356883,133.7947640652985,59.01210103952933,0.7315066072541445,134.65874708199834,59.011293832138016,0.3952101013057916,137.25885381073437,59.01203566042008,0.8268229331676827,134.06130960260415,59.011900892395474,0.7342316897018166,135.68421887797015,59.012014676905956,0.5162095687647039,133.5361878,59.01163594678398,0.6688211778636549,133.26584521893787,59.01138956818019,0.4770593057637743,136.8514074381197,59.011215791860934,0.5924487429940826,137.1714400051119,59.01139254026375,0.8386035734521606,133.2370602,59.01196542574015,0.8027539746439162,135.08168586111856,59.01206477103184,0.6730000322271911,137.07368299368676,59.01234262367757,0.4929596293465603,133.9917410610587,59.01178112561901,0.4547278897172417,134.93972644438114,59.01199255,0.515266092,134.05258214010328,59.011710369778335,0.7346711504286455,132.39852262878082,59.011926363243546
0.529,216.06,59.0118,0.7375919388748937,214.94345067796712,59.01181683875427,0.44221903952946257,212.48414641210653,59.01216428,0.3094368392981631,213.33345134354735,59.01238988030854,0.4246873138125341,214.12932178667666,59.01133059285922,0.5202665303135473,214.39943008398657,59.012194221830036,0.2984182720263754,213.62208207138517,59.01136627532862,0.34884537964694545,212.1818738471611,59.011447415581294,0.2920436912485213,215.27908446833626,59.01155616853557,0.6679793689199605,213.2922425961057,59.012341634345994,0.5068846036799945,219.56036451139465,59.01179357007558,0.4089367969518984,217.57469873303432,59.01222000265602,0.6643695154288938,218.53397784805867,59.0112932,0.3246923338479892,219.11025669267104,59.01223685856871,0.7563753008010785,219.65101081577788,59.011854122940186,0.5971740040269862,213.95520036005584,59.012306499594985,0.5199112695587411,217.55628083399716,59.0119731,0.3986213058789914,215.21684138457698,59.011945785476044,0.733576104,211.80038849950023,59.01222880384934,0.7629665737814956,216.41545832970922,59.0116124,0.5215373080844803,215.42849186272701,59.01194596704048
2.966,217.46,59.0118,2.781193741434773,217.47607878894524,59.01136231662053,3.198050086,220.51806325056177,59.01218081986092,3.014622716319341,214.91146145091554,59.01180204,3.0491984699481836,214.50893063930283,59.01131484724727,3.032538364606097,214.59538202491916,59.01220568288595,3.1581410049433347,221.00261174708433,59.01126639518781,3.111359922105321,215.6966979,59.011352802153326,3.008635331891165,220.76064128538994,59.01210986687204,3.1823584072712596,220.94983829449012,59.01233940598689,2.8211086652743207,213.4572938397719,59.01200760398391,2.9295607618535224,216.63666382754718,59.01178997878348,2.9610451512617004,216.80177981217838,59.01223977187491,2.821033342837803,219.86025286556048,59.01165865412924,2.769553052814577,216.6263540801974,59.01216459014475,3.190977981011577,216.3780451841903,59.01221678858897,2.9253053528033166,217.61689290847605,59.01138893,2.845349434442366,215.50049775049314,59.01224107196291,3.031948968509224,220.03490572876717,59.01154613540435,2.947412048,218.8902820403499,59.01135845295949,3.057478286376228,218.12358336177104,59.011856251338536
