ID,RT,DT,CCS,m/z,35 2286 - Serum.d.DeMP, 36 2286 - Mitra.d.DeMP, 37 2286 - DBS.d.DeMP, 38 2182 - Serum.d.DeMP, 39 2182 - Mitra.d.DeMP, 40 2182 - DBS.d.DeMP, 41 2187 - Serum.d.DeMP, 42 2187 - Mitra.d.DeMP, 43 2187 - DBS.d.DeMP, 44 2854 - Serum.d.DeMP, 45 2854 - Mitra.d.DeMP, 46 2854 - DBS.d.DeMP, 47 2911 - Serum.d.DeMP, 48 2911 - Mitra.d.DeMP, 49 2911 - DBS.d.DeMP, 125 1777 - Serum.d.DeMP, 126 1777 - Mitra.d.DeMP, 127 1777 - DBS.d.DeMP, 128 1821 - Serum.d.DeMP, 129 1821 - Mitra.d.DeMP, 130 1821 - DBS.d.DeMP, 131 1673 - Serum.d.DeMP, 132 1673 - Mitra.d.DeMP, 133 1673 - DBS.d.DeMP, 134 1894 - Serum.d.DeMP, 135 1894 - Mitra.d.DeMP, 136 1894 - DBS.d.DeMP, 137 3330 - Serum.d.DeMP, 138 3330 - Mitra.d.DeMP, 139 3330 - DBS.d.DeMP, 80 2003 - Serum.d.DeMP, 81 2003 - Mitra.d.DeMP, 82 2003 - DBS.d.DeMP, 83 2095 - Serum.d.DeMP, 84 2095 - Mitra.d.DeMP, 85 2095 - DBS.d.DeMP, 86 2046 - Serum.d.DeMP, 87 2046 - Mitra.d.DeMP, 88 2046 - DBS.d.DeMP, 89 2889 - Serum.d.DeMP, 90 2889 - Mitra.d.DeMP, 91 2889 - DBS.d.DeMP, 92 3021 - Serum.d.DeMP, 93 3021 - Mitra.d.DeMP, 94 3021 - DBS.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d,Blank 4.d,Blank 5.d,Blank 6.d,Blank 7.d,Blank 8.d,Blank 9.d
2847,14.801,34.223,301.19,59.0143,0.001,0.001,0.001,0.001,820,0.001,0.001,234,0.001,0.001,496,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,405,0.001,0.001,402,0.001,0.001,349,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,158,0.001,0.001,606,0.001,0.001,167,0.001,0.001,176,124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2120,2.414,17.487,147.42,79.9577,458,259,136,397,272,0.001,265,0.001,0.001,361,221,0.001,0.001,0.001,0.001,365,0.001,0.001,398,0.001,0.001,131,0.001,0.001,469,269,103,258,0.001,0.001,298,0.001,0.001,301,0.001,0.001,338,0.001,0.001,335,0.001,0.001,445,200,154,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1610,2.969,19.899,166.88,83.0506,0.001,0.001,0.001,562,0.001,0.001,787,0.001,0.001,449,0.001,0.001,517,0.001,0.001,203,0.001,0.001,1040,0.001,0.001,1368,0.001,0.001,595,0.001,0.001,581,0.001,0.001,552,0.001,0.001,492,0.001,0.001,995,0.001,0.001,900,0.001,0.001,259,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5858,1.838,24.658,203.88,92.9272,0.001,0.001,0.001,0.001,0.001,0.001,75,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,167,0.001,0.001,0.001,0.001,0.001,151,0.001,0.001,0.001,0.001,0.001,183,0.001,0.001,144,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4577,0.572,22.612,186.97,92.9273,153,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,64,0.001,138,0.001,0.001,0.001,133,92,0.001,113,161,0.001,103,117,0.001,118,0.001,0.001,0.001,136,0.001,0.001,0.001,0.001,0.001,146,0.001,0.001,97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5022,0.631,26.621,220.1,92.9273,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,126,0.001,0.001,101,0.001,0.001,0.001,0.001,134,112,0.001,83,0.001,145,0.001,111,109,61,147,0.001,0.001,0.001,0.001,132,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5446,1.576,26.532,219.5,92.9274,81,0.001,0.001,137,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,105,0.001,0.001,196,0.001,0.001,0.001,0.001,0.001,123,0.001,0.001,190,0.001,0.001,179,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4911,1.74,26.856,222.07,92.9275,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,125,0.001,0.001,143,0.001,0.001,146,0.001,0.001,139,0.001,0.001,108,0.001,0.001,0.001,0.001,0.001,214,0.001,0.001,0.001,0.001,0.001,142,0.001,0.001,165,0.001,0.001,155,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5054,1.464,24.51,202.67,92.9275,0.001,0.001,0.001,0.001,0.001,0.001,140,0.001,0.001,0.001,0.001,0.001,114,0.001,0.001,160,0.001,0.001,119,0.001,0.001,67,0.001,0.001,131,93,0.001,169,0.001,0.001,0.001,0.001,0.001,105,0.001,0.001,141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5289,0.449,24.502,202.66,92.9275,0.001,0.001,0.001,0.001,0.001,0.001,113,0.001,0.001,0.001,0.001,0.001,50,0.001,122,0.001,97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,125,0.001,0.001,0.001,0.001,127,0.001,0.001,0.001,0.001,0.001,153,0.001,0.001,106,0.001,0.001,80,0.001,0.001,128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5420,1.707,22.525,186.3,92.9275,0.001,0.001,0.001,0.001,0.001,0.001,125,0.001,0.001,131,0.001,0.001,0.001,0.001,0.001,165,0.001,0.001,103,0.001,0.001,170,0.001,0.001,59,0.001,0.001,161,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4543,0.431,22.878,189.21,92.9276,0.001,0.001,76,0.001,0.001,109,0.001,0.001,0.001,118,0.001,0.001,0.001,0.001,0.001,0.001,151,0.001,0.001,0.001,0.001,68,0.001,0.001,212,0.001,0.001,212,0.001,0.001,70,0.001,0.001,171,0.001,131,126,0.001,95,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5143,0.685,20.991,173.72,92.9276,96,0.001,0.001,93,0.001,0.001,191,0.001,0.001,0.001,0.001,0.001,193,0.001,0.001,0.001,0.001,0.001,102,0.001,0.001,0.001,0.001,0.001,0.001,0.001,72,139,0.001,0.001,121,0.001,0.001,0.001,0.001,0.001,180,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6268,2.022,28.269,233.7,92.9276,110,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,0.001,0.001,0.001,0.001,0.001,101,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,122,0.001,0.001,91,0.001,0.001,0.001,0.001,0.001,85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3407,0.534,22.255,184.14,92.9277,128,0.001,0.001,0.001,0.001,0.001,161,92,79,186,79,0.001,154,0.001,67,0.001,0.001,157,116,0.001,0.001,154,0.001,73,200,0.001,159,167,0.001,106,0.001,0.001,0.001,106,0.001,130,205,0.001,0.001,195,0.001,0.001,0.001,0.001,131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5379,1.77,23.117,191.25,92.9277,133,0.001,0.001,0.001,0.001,0.001,132,0.001,0.001,104,0.001,0.001,0.001,0.001,0.001,104,0.001,0.001,95,0.001,0.001,164,0.001,0.001,0.001,0.001,0.001,195,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5506,0.553,20.481,169.41,92.9277,106,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,0.001,0.001,84,0.001,0.001,125,0.001,0.001,0.001,0.001,0.001,112,0.001,0.001,88,0.001,0.001,0.001,0.001,0.001,196,0.001,0.001,60,0.001,0.001,102,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6267,1.781,21.227,175.62,92.9277,105,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,93,0.001,0.001,0.001,0.001,0.001,60,0.001,0.001,0.001,0.001,0.001,135,0.001,0.001,0.001,0.001,0.001,129,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3374,0.551,25.136,207.87,92.9278,149,0.001,0.001,0.001,0.001,0.001,102,140,124,157,0.001,0.001,0.001,0.001,0.001,204,0.001,0.001,77,94,132,210,0.001,104,120,0.001,0.001,131,0.001,0.001,0.001,0.001,148,0.001,0.001,0.001,176,0.001,127,206,0.001,136,240,0.001,114,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3551,0.496,25.979,214.77,92.9278,0.001,0.001,0.001,167,0.001,0.001,72,0.001,0.001,138,0.001,0.001,0.001,0.001,0.001,107,0.001,121,0.001,110,148,208,0.001,81,0.001,0.001,0.001,140,0.001,0.001,128,78,111,92,89,114,186,0.001,96,166,88,0.001,184,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3684,0.652,24.246,200.51,92.9278,115,0.001,0.001,115,0.001,142,0.001,0.001,0.001,127,0.001,0.001,0.001,0.001,0.001,180,0.001,166,0.001,110,139,185,0.001,97,0.001,91,189,192,89,0.001,0.001,0.001,0.001,149,0.001,99,0.001,0.001,135,0.001,0.001,126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4142,1.978,26.141,216.25,92.9278,139,0.001,0.001,110,0.001,0.001,193,0.001,0.001,210,0.001,0.001,130,0.001,0.001,167,0.001,0.001,90,0.001,0.001,191,0.001,0.001,150,0.001,0.001,222,0.001,0.001,0.001,0.001,0.001,145,0.001,0.001,71,0.001,0.001,0.001,0.001,0.001,115,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4278,0.473,24.029,198.7,92.9278,77,0.001,0.001,138,0.001,0.001,0.001,0.001,0.001,111,0.001,0.001,0.001,0.001,0.001,0.001,0.001,103,0.001,0.001,165,166,0.001,85,0.001,0.001,0.001,174,0.001,144,165,0.001,124,0.001,78,106,0.001,0.001,93,0.001,89,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4814,0.738,26.129,216.08,92.9278,0.001,0.001,0.001,125,0.001,0.001,0.001,72,0.001,0.001,0.001,0.001,81,0.001,51,102,62,0.001,0.001,82,0.001,0.001,0.001,79,0.001,0.001,0.001,98,93,0.001,0.001,0.001,0.001,92,0.001,86,95,0.001,88,90,0.001,97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5394,1.726,28.097,232.45,92.9278,83,0.001,0.001,104,0.001,0.001,171,0.001,0.001,128,0.001,0.001,0.001,0.001,0.001,177,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,89,0.001,0.001,106,0.001,0.001,131,0.001,0.001,51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5405,1.193,26.222,216.89,92.9278,113,0.001,0.001,95,0.001,0.001,109,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,115,0.001,115,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,152,0.001,0.001,0.001,0.001,0.001,130,0.001,0.001,106,0.001,0.001,100,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5607,1.442,28.777,237.93,92.9278,0.001,0.001,0.001,100,0.001,0.001,0.001,0.001,0.001,114,0.001,0.001,0.001,0.001,0.001,97,0.001,0.001,73,0.001,0.001,108,0.001,0.001,70,0.001,0.001,129,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,111,0.001,0.001,136,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5772,0.898,20.436,169.01,92.9278,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,187,0.001,0.001,0.001,0.001,0.001,0.001,101,94,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,275,0.001,0.001,0.001,0.001,0.001,100,0.001,99,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5946,1.128,30.517,252.32,92.9278,103,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,119,0.001,0.001,68,0.001,0.001,84,0.001,0.001,95,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,118,0.001,0.001,103,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6246,1.931,20.355,168.34,92.9278,0.001,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,164,0.001,0.001,0.001,0.001,0.001,58,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,125,0.001,0.001,96,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4078,0.659,23.535,194.7,92.9279,0.001,0.001,125,162,0.001,0.001,0.001,102,0.001,150,0.001,0.001,129,0.001,0.001,142,0.001,167,182,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,102,0.001,0.001,114,0.001,0.001,0.001,0.001,0.001,0.001,0.001,127,168,0.001,164,164,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4288,0.639,28.121,232.55,92.9279,86,102,0.001,0.001,0.001,0.001,111,0.001,83,110,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,135,0.001,100,0.001,64,0.001,121,0.001,60,87,0.001,94,135,0.001,0.001,114,0.001,93,134,0.001,0.001,178,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4595,0.656,25.048,207.17,92.9279,102,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,128,0.001,0.001,116,0.001,61,0.001,0.001,105,0.001,100,151,116,0.001,101,0.001,0.001,0.001,165,114,0.001,0.001,0.001,0.001,0.001,0.001,129,0.001,0.001,77,0.001,0.001,97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5053,0.421,23.329,192.96,92.9279,91,0.001,0.001,120,0.001,0.001,0.001,0.001,78,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,131,0.001,0.001,0.001,0.001,109,0.001,0.001,112,0.001,0.001,0.001,0.001,0.001,120,125,0.001,128,131,0.001,0.001,95,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5094,1.621,25.589,211.75,92.9279,145,0.001,0.001,92,0.001,0.001,107,0.001,0.001,87,0.001,0.001,126,0.001,0.001,0.001,0.001,84,0.001,0.001,0.001,155,0.001,0.001,108,0.001,0.001,150,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,163,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5440,1.135,25.487,210.76,92.9279,0.001,0.001,0.001,0.001,0.001,0.001,125,0.001,0.001,103,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,89,0.001,0.001,128,0.001,0.001,128,83,0.001,142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,106,0.001,0.001,110,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5500,1.042,30.012,248.12,92.9279,0.001,0.001,0.001,137,0.001,0.001,114,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,121,0.001,0.001,85,0.001,0.001,68,0.001,0.001,150,0.001,0.001,52,0.001,0.001,0.001,0.001,0.001,97,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,71,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5583,2.216,27.282,225.65,92.9279,87,0.001,0.001,0.001,0.001,0.001,120,0.001,0.001,155,0.001,0.001,0.001,0.001,0.001,94,0.001,0.001,120,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,83,0.001,0.001,139,0.001,0.001,88,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,63,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6079,0.45,21.891,181.13,92.9279,102,0.001,0.001,99,0.001,0.001,0.001,0.001,84,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,69,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,103,93,0.001,0.001,0.001,0.001,0.001,0.001,65,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,87,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6111,2.136,29.833,246.67,92.9279,0.001,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,85,0.001,0.001,76,0.001,0.001,0.001,0.001,0.001,119,0.001,0.001,60,0.001,0.001,0.001,0.001,0.001,82,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6450,1.254,24.121,199.52,92.9279,105,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,0.001,0.001,0.001,0.001,0.001,0.001,58,0.001,0.001,0.001,0.001,85,0.001,0.001,0.001,0.001,70,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4965,0.463,22.425,185.54,92.928,0.001,0.001,0.001,75,0.001,94,0.001,0.001,90,133,55,0.001,0.001,0.001,0.001,131,0.001,0.001,0.001,78,136,0.001,0.001,149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,84,0.001,0.001,101,0.001,0.001,89,0.001,0.001,82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5141,0.648,23.884,197.65,92.928,153,87,93,0.001,0.001,80,0.001,95,0.001,78,0.001,0.001,0.001,0.001,0.001,0.001,0.001,98,0.001,0.001,0.001,0.001,0.001,115,0.001,0.001,0.001,123,0.001,0.001,0.001,0.001,0.001,0.001,79,84,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,103,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5247,1.997,25.226,208.65,92.928,95,0.001,0.001,0.001,0.001,0.001,56,0.001,0.001,86,0.001,0.001,0.001,0.001,0.001,124,0.001,0.001,77,0.001,0.001,0.001,0.001,0.001,177,0.001,0.001,174,0.001,0.001,0.001,0.001,0.001,171,0.001,0.001,0.001,0.001,0.001,60,0.001,0.001,110,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5590,1.849,25.986,214.93,92.928,88,0.001,0.001,96,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,159,0.001,0.001,123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,163,0.001,0.001,63,0.001,0.001,0.001,0.001,0.001,103,0.001,0.001,0.001,0.001,0.001,71,0.001,0.001,80,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6128,2.135,28.035,231.92,92.928,0.001,0.001,0.001,0.001,0.001,0.001,81,0.001,0.001,81,0.001,0.001,79,0.001,0.001,0.001,0.001,0.001,82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,119,0.001,0.001,81,0.001,0.001,155,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6359,1.946,22.157,183.3,92.928,98,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,0.001,0.001,0.001,0.001,0.001,108,0.001,0.001,120,0.001,0.001,0.001,0.001,0.001,53,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,84,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3965,0.609,21.537,178.17,92.9281,133,0.001,123,152,0.001,101,84,0.001,0.001,156,0.001,0.001,0.001,0.001,0.001,107,105,101,158,0.001,0.001,89,0.001,60,0.001,0.001,90,73,0.001,0.001,93,0.001,85,122,0.001,0.001,0.001,0.001,120,85,77,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5038,1.949,23.757,196.54,92.9281,0.001,0.001,0.001,145,0.001,0.001,178,0.001,0.001,75,0.001,0.001,55,0.001,0.001,89,0.001,0.001,85,0.001,0.001,140,0.001,0.001,0.001,0.001,0.001,137,0.001,0.001,133,0.001,0.001,136,0.001,0.001,75,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5158,0.53,27.092,224.03,92.9281,108,57,0.001,0.001,0.001,0.001,77,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,73,0.001,0.001,77,0.001,0.001,0.001,70,170,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,52,0.001,142,0.001,0.001,113,0.001,96,146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5273,1.693,21.755,179.97,92.9281,0.001,0.001,0.001,124,0.001,0.001,87,0.001,0.001,105,0.001,0.001,0.001,0.001,0.001,84,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,91,0.001,0.001,148,0.001,0.001,87,0.001,0.001,101,0.001,0.001,134,0.001,0.001,149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5431,2.047,29.071,240.5,92.9281,91,0.001,0.001,89,0.001,0.001,137,0.001,0.001,65,0.001,0.001,86,0.001,0.001,0.001,0.001,0.001,93,0.001,0.001,95,0.001,0.001,103,0.001,0.001,134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,50,0.001,0.001,75,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6002,1.643,23.393,193.56,92.9281,78,0.001,0.001,133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,128,0.001,0.001,150,0.001,0.001,0.001,0.001,0.001,65,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,103,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,87,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6384,2.025,29.767,246.28,92.9281,0.001,0.001,0.001,99,0.001,0.001,98,0.001,0.001,94,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,94,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,80,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5538,0.922,27.209,224.99,92.9282,0.001,0.001,100,79,0.001,0.001,101,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,58,0.001,0.001,0.001,0.001,0.001,87,64,0.001,0.001,0.001,0.001,80,0.001,0.001,63,0.001,0.001,0.001,0.001,0.001,92,0.001,65,106,0.001,75,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5594,1.685,27.67,228.73,92.9282,0.001,0.001,0.001,0.001,0.001,0.001,100,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,172,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,138,0.001,0.001,105,0.001,0.001,0.001,0.001,0.001,125,0.001,0.001,153,0.001,0.001,75,0.001,0.001,76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5719,0.939,27.555,227.88,92.9282,0.001,0.001,0.001,57,0.001,0.001,115,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,78,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,137,0.001,0.001,110,0.001,0.001,94,0.001,92,0.001,0.001,0.001,57,0.001,0.001,79,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6216,1.944,31.249,258.28,92.9282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,97,0.001,0.001,57,0.001,0.001,64,0.001,0.001,84,0.001,0.001,0.001,0.001,0.001,81,0.001,0.001,0.001,0.001,0.001,84,0.001,0.001,87,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5114,0.567,25.479,210.8,92.9283,0.001,0.001,88,64,0.001,0.001,0.001,0.001,69,108,84,0.001,0.001,0.001,95,0.001,61,0.001,96,0.001,0.001,101,0.001,0.001,0.001,0.001,0.001,0.001,0.001,99,0.001,0.001,0.001,0.001,0.001,0.001,67,100,76,0.001,0.001,0.001,0.001,97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6513,1.522,29.257,241.96,92.9288,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,96,0.001,0.001,72,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,59,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,73,0.001,0.001,72,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1986,1.218,16.513,136.62,93.0345,245,0.001,0.001,81,0.001,0.001,155,0.001,0.001,210,77,0.001,202,0.001,0.001,349,77,0.001,365,0.001,0.001,756,314,196,309,0.001,0.001,505,176,107,697,202,0.001,830,221,156,157,71,0.001,255,0.001,0.001,268,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
